time,header_stamp_secs,header_stamp_nsecs,header_frame_id,drive_steering_angle,drive_steering_angle_velocity,drive_speed,drive_acceleration,drive_jerk
2026/03/08 21:26:22.644331944,1773005182,643522728,base_link,-0.14705348014831543,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.665690184,1773005182,665161672,base_link,-0.16130758821964264,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.690697000,1773005182,689960968,base_link,-0.14118921756744385,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.721585128,1773005182,720415496,base_link,-0.14791987836360931,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.745916488,1773005182,744797928,base_link,-0.16173218190670013,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.773832680,1773005182,770061256,base_link,-0.17609064280986786,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.809987592,1773005182,808453640,base_link,-0.13778968155384064,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.822072968,1773005182,821162728,base_link,-0.15623171627521515,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.840619080,1773005182,839998632,base_link,-0.1410599648952484,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.871826312,1773005182,869837960,base_link,-0.1461741030216217,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.892346280,1773005182,891565416,base_link,-0.15614084899425507,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.924949384,1773005182,923464552,base_link,-0.15355877578258514,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.945892648,1773005182,944050152,base_link,-0.1514304131269455,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.969560360,1773005182,968510952,base_link,-0.1733475774526596,0.0,2.0,0.0,0.0
2026/03/08 21:26:22.994602632,1773005182,993825608,base_link,-0.1335647851228714,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.19515336,1773005183,18425832,base_link,-0.15634354948997498,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.44127496,1773005183,43087208,base_link,-0.14616844058036804,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.68388968,1773005183,67415240,base_link,-0.1545882374048233,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.93746824,1773005183,92751656,base_link,-0.14628919959068298,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.117599080,1773005183,116545416,base_link,-0.15867707133293152,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.142071656,1773005183,141307336,base_link,-0.16519103944301605,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.166740136,1773005183,166001896,base_link,-0.14356839656829834,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.193456200,1773005183,192615464,base_link,-0.14517951011657715,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.217554120,1773005183,216782632,base_link,-0.16698433458805084,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.243170024,1773005183,242389832,base_link,-0.1588367521762848,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.268136232,1773005183,267119528,base_link,-0.1236145943403244,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.293700040,1773005183,292536040,base_link,-0.15003584325313568,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.317570472,1773005183,316504680,base_link,-0.15330545604228973,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.343819848,1773005183,342921960,base_link,-0.14922849833965302,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.368216200,1773005183,367196168,base_link,-0.14135153591632843,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.393755304,1773005183,392843240,base_link,-0.148408442735672,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.417801384,1773005183,417058696,base_link,-0.14782729744911194,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.443616424,1773005183,442711944,base_link,-0.13548563420772552,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.467910408,1773005183,467018952,base_link,-0.14437490701675415,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.492792392,1773005183,492052488,base_link,-0.16018767654895782,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.517371176,1773005183,516627720,base_link,-0.1359878033399582,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.544342952,1773005183,543560488,base_link,-0.15158386528491974,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.568506376,1773005183,567502120,base_link,-0.15008209645748138,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.594506280,1773005183,593451176,base_link,-0.15304286777973175,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.618306344,1773005183,617473800,base_link,-0.14090433716773987,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.642862088,1773005183,642031688,base_link,-0.15053415298461914,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.668203752,1773005183,667229160,base_link,-0.15428106486797333,0.0,2.0,0.0,0.0
2026/03/08 21:26:23.694543944,1773005183,693437192,base_link,-0.14162223041057587,0.0,2.0,0.0,0.0
