time,header_stamp_secs,header_stamp_nsecs,header_frame_id,drive_steering_angle,drive_steering_angle_velocity,drive_speed,drive_acceleration,drive_jerk
2026/03/08 21:36:40.924531208,1773005800,919891528,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:40.975840840,1773005800,973547048,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.26613480,1773005801,23543464,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.70997640,1773005801,68459592,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.429074600,1773005801,169827208,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.429212360,1773005801,219666440,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.429268296,1773005801,269829352,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.429511240,1773005801,321007368,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.429850952,1773005801,372631304,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.441814568,1773005801,431738856,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.478811656,1773005801,476146504,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.527034440,1773005801,525451048,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.627313032,1773005801,626311528,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.679292872,1773005801,677444328,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.729866056,1773005801,727885288,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.780092008,1773005801,778349352,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.830849288,1773005801,828928808,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.882169512,1773005801,880479336,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:41.932573192,1773005801,930728808,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.32105640,1773005802,30185928,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.82558728,1773005802,80821608,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.132522344,1773005802,130765576,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.183952840,1773005802,182286408,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.235300680,1773005802,233110120,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.285154856,1773005802,283003624,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.336954792,1773005802,334812616,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.388308584,1773005802,386449256,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.439404584,1773005802,436934440,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:36:42.490393480,1773005802,487426760,,0.0,0.0,0.0,0.0,0.0
