time,header_stamp_secs,header_stamp_nsecs,header_frame_id,drive_steering_angle,drive_steering_angle_velocity,drive_speed,drive_acceleration,drive_jerk
2026/03/08 21:32:38.61753384,1773005558,55801416,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.81579400,1773005558,80488808,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.87136136,1773005558,86002760,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.101718920,1773005558,100588840,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.124448808,1773005558,123724296,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.153179368,1773005558,152209576,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.178495944,1773005558,177345800,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.203066696,1773005558,202025288,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.227474088,1773005558,226601608,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.253149928,1773005558,252294760,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.276939528,1773005558,275930920,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.301953288,1773005558,300939528,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.327324520,1773005558,326181864,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.352306024,1773005558,351324936,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.376446280,1773005558,375607112,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.402142792,1773005558,401218920,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.427016424,1773005558,426161448,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.452689416,1773005558,451809160,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.476894056,1773005558,476095656,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.501921096,1773005558,501152008,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.526389352,1773005558,525569608,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.551514088,1773005558,550751944,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.576813288,1773005558,576094056,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.601502248,1773005558,600690728,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.629521736,1773005558,628349544,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.652506504,1773005558,651616968,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.676867048,1773005558,676203880,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.705883080,1773005558,704891368,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.728098920,1773005558,727075240,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.752895624,1773005558,752135304,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.778958504,1773005558,777930792,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.803193768,1773005558,802196328,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.827808360,1773005558,826822600,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.867472936,1773005558,864909160,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.888861224,1773005558,887505800,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.905762984,1773005558,904745352,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.938673704,1773005558,937234504,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.957793416,1773005558,956760744,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:38.979066216,1773005558,978030408,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.3898632,1773005559,2979208,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.30741736,1773005559,29241448,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.55040680,1773005559,53711944,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.79765224,1773005559,78660328,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.104225608,1773005559,102913544,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.129689992,1773005559,128391976,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.155680872,1773005559,153981096,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.178798088,1773005559,177687688,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.202865288,1773005559,201935368,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.228607080,1773005559,227640872,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.252845800,1773005559,251999240,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.278080744,1773005559,277198344,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.302583112,1773005559,301690248,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.328679624,1773005559,327757864,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.352969416,1773005559,352096872,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.378134952,1773005559,377289768,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.402575144,1773005559,401704936,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.428563400,1773005559,427602856,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.453637192,1773005559,452650536,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:32:39.478540904,1773005559,477584680,base_link,-0.3400000035762787,0.0,2.0,0.0,0.0
