time,header_stamp_secs,header_stamp_nsecs,header_frame_id,drive_steering_angle,drive_steering_angle_velocity,drive_speed,drive_acceleration,drive_jerk
2026/03/08 19:57:08.761909056,1772999828,759816832,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:08.813267040,1772999828,811263168,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:08.863784384,1772999828,862254496,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:08.914347872,1772999828,912750496,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:08.964761280,1772999828,963156416,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.15863488,1772999829,13947296,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.66787872,1772999829,64888992,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.118335168,1772999829,116056064,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.167849120,1772999829,166275712,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.218017408,1772999829,216393408,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.269506272,1772999829,267143776,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.319267904,1772999829,317422048,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.368732064,1772999829,367283168,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.423007744,1772999829,420434496,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.470274240,1772999829,469036800,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.573004256,1772999829,570967616,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.627720000,1772999829,624448096,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.674369152,1772999829,672363968,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.724691136,1772999829,723057408,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.776891776,1772999829,774355904,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.829722144,1772999829,825341120,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.878748736,1772999829,876669728,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.935747936,1772999829,930640384,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:09.982568704,1772999829,980217568,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.32971936,1772999830,31034880,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.84024448,1772999830,82298304,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.143815584,1772999830,142127904,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.185815200,1772999830,183693408,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.236731232,1772999830,235012672,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.286929152,1772999830,285598400,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.338590368,1772999830,336138624,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.395774688,1772999830,391478816,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.436670112,1772999830,435787936,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.539142336,1772999830,537483040,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.589172384,1772999830,587797248,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.640640992,1772999830,639137984,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.691814880,1772999830,690015168,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.742070688,1772999830,740565600,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.844343264,1772999830,842681632,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.894100544,1772999830,892372352,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.944663520,1772999830,943101728,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:10.995099648,1772999830,993508992,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.45070240,1772999831,43467872,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.95820480,1772999831,93943968,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.196057728,1772999831,194098880,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.246308832,1772999831,244471360,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.296784000,1772999831,295193600,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.347687520,1772999831,346081632,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.398672928,1772999831,397068320,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.448917856,1772999831,447314368,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.500043840,1772999831,498482016,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.550503264,1772999831,548719488,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.651861280,1772999831,649581312,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.701789696,1772999831,699950208,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.752766176,1772999831,751048832,,0.0,0.0,0.0,0.0,0.0
2026/03/08 19:57:11.963817760,1772999831,959478656,base_link,0.3400000035762787,0.0,1.0,0.0,0.0
2026/03/08 19:57:11.989268576,1772999831,985373408,base_link,0.3400000035762787,0.0,1.0,0.0,0.0
