time,header_stamp_secs,header_stamp_nsecs,header_frame_id,drive_steering_angle,drive_steering_angle_velocity,drive_speed,drive_acceleration,drive_jerk
2026/03/08 21:22:32.813815752,1773004952,811604232,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:32.860895880,1773004952,859639816,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:32.912023304,1773004952,910187400,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.13188296,1773004953,11150152,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.64953032,1773004953,61945704,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.163849736,1773004953,161908872,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.214339208,1773004953,212404328,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.264950856,1773004953,262584264,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.364748424,1773004953,362694792,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.414555400,1773004953,412946824,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.464008712,1773004953,462413928,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.515202088,1773004953,513509896,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.565926152,1773004953,564267976,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.616197256,1773004953,614282184,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.667169480,1773004953,665401416,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.718330504,1773004953,716326760,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.769364776,1773004953,767385992,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.869716328,1773004953,867669384,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:33.920064328,1773004953,917536712,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.19797480,1773004954,17975048,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.71621064,1773004954,68949352,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.121767368,1773004954,119191528,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.172052712,1773004954,170134440,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.220684744,1773004954,219338536,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.274686792,1773004954,272106120,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.324764424,1773004954,322611048,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.377290888,1773004954,374848872,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.427567272,1773004954,425022056,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.477338120,1773004954,475355016,,0.0,0.0,0.0,0.0,0.0
2026/03/08 21:22:34.678414408,1773004954,673590920,base_link,-0.11474955081939697,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.704236712,1773004954,699392296,base_link,-0.10957727581262589,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.730324968,1773004954,724297032,base_link,-0.1222483217716217,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.756576360,1773004954,749188168,base_link,-0.13495413959026337,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.781379720,1773004954,776200968,base_link,-0.12521369755268097,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.804861064,1773004954,800008040,base_link,-0.11833508312702179,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.830095464,1773004954,824829288,base_link,-0.0954386368393898,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.854264456,1773004954,849448328,base_link,-0.10675135254859924,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.879193768,1773004954,874700040,base_link,-0.07197553664445877,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.905439112,1773004954,900459944,base_link,-0.11046846956014633,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.929809736,1773004954,924937480,base_link,-0.08291228115558624,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.954312392,1773004954,949893992,base_link,-0.0523526668548584,0.0,2.0,0.0,0.0
2026/03/08 21:22:34.978528872,1773004954,974243304,base_link,-0.06349766254425049,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.3393608,1773004954,999252232,base_link,-0.05266551300883293,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.29413768,1773004955,25188264,base_link,-0.0390603244304657,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.54244776,1773004955,49759720,base_link,-0.009876476600766182,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.79329064,1773004955,74969480,base_link,-0.025008851662278175,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.103139944,1773004955,99334536,base_link,-0.022069837898015976,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.128487272,1773004955,124666536,base_link,-0.014454442076385021,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.154373096,1773004955,150378248,base_link,-0.019596949219703674,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.179499688,1773004955,175630920,base_link,0.0007870295667089522,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.205076584,1773004955,200732872,base_link,-0.006595087703317404,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.229631624,1773004955,225349736,base_link,-0.01182572916150093,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.254298312,1773004955,250005704,base_link,0.015505630522966385,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.279631976,1773004955,275457512,base_link,-0.008835791610181332,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.303763304,1773004955,299970600,base_link,-0.0038645074237138033,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.328873928,1773004955,325130248,base_link,-0.009382232092320919,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.353638920,1773004955,349662728,base_link,-0.011866934597492218,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.381521832,1773004955,376759368,base_link,-0.02016732469201088,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.405857192,1773004955,401413832,base_link,-0.030090143904089928,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.430682056,1773004955,426168424,base_link,-0.03213833272457123,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.454956488,1773004955,450812360,base_link,-0.02557971328496933,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.480696872,1773004955,476160936,base_link,-0.023535877466201782,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.505491272,1773004955,501146120,base_link,-0.014140910468995571,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.529641960,1773004955,525560488,base_link,-0.003178308019414544,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.554878152,1773004955,550553992,base_link,0.03133631497621536,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.580685096,1773004955,576245864,base_link,0.03554768115282059,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.605450696,1773004955,601055784,base_link,0.05874468758702278,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.630703880,1773004955,626197384,base_link,0.06312140822410583,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.655260616,1773004955,650944552,base_link,0.07319632917642593,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.680911176,1773004955,676604904,base_link,0.04937385767698288,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.705419080,1773004955,701065160,base_link,0.030391983687877655,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.731431528,1773004955,726478408,base_link,0.0026459170039743185,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.755493960,1773004955,751150440,base_link,-0.023843320086598396,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.780910472,1773004955,776499848,base_link,-0.10019329190254211,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.805930600,1773004955,801448584,base_link,-0.1531975120306015,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.830884264,1773004955,826241416,base_link,-0.16574403643608093,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.855055752,1773004955,850525384,base_link,-0.1590726375579834,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.881941480,1773004955,877234120,base_link,-0.17105527222156525,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.905722632,1773004955,901265448,base_link,-0.08208150416612625,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.930426952,1773004955,925991432,base_link,0.01673337258398533,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.955631432,1773004955,951094952,base_link,0.1293744593858719,0.0,2.0,0.0,0.0
2026/03/08 21:22:35.980049128,1773004955,975900200,base_link,0.26918160915374756,0.0,2.0,0.0,0.0
2026/03/08 21:22:36.4841544,1773004956,684712,base_link,0.3400000035762787,0.0,2.0,0.0,0.0
2026/03/08 21:22:36.30018024,1773004956,25626152,base_link,0.3400000035762787,0.0,2.0,0.0,0.0
